,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,Reported1st case
76,Kazakhstan,302,18.0,1.0,0.0,21.0,280,0.0,16.0,0.05,Mar 12
77,Moldova,298,35.0,2.0,0.0,15.0,281,44.0,74.0,0.5,Mar 06
78,North Macedonia,285,26.0,7.0,1.0,12.0,266,1.0,137.0,3.0,Feb 25
79,Azerbaijan,273,64.0,4.0,0.0,26.0,243,23.0,27.0,0.4,Feb 27
80,Kuwait,266,11.0,0.0,0.0,72.0,194,13.0,62.0,0.0,Feb 23
81,Jordan,259,0.0,4.0,1.0,18.0,237,3.0,25.0,0.4,Mar 01
82,San Marino,230,6.0,25.0,3.0,13.0,192,16.0,6778.0,737.0,Feb 26
83,Cyprus,230,16.0,7.0,1.0,15.0,208,3.0,190.0,6.0,Mar 08
84,Réunion,224,41.0,0.0,0.0,1.0,223,0.0,250.0,0.0,Mar 10
85,Albania,223,11.0,11.0,1.0,44.0,168,7.0,77.0,4.0,Mar 07
86,Burkina Faso,222,0.0,12.0,0.0,23.0,187,0.0,11.0,0.6,Mar 08
87,Vietnam,203,9.0,0.0,0.0,55.0,148,3.0,2.0,0.0,Jan 22
88,Oman,179,12.0,0.0,0.0,29.0,150,3.0,35.0,0.0,Feb 23
89,Cuba,170,31.0,4.0,1.0,4.0,162,2.0,15.0,0.4,Mar 10
90,Faeroe Islands,168,9.0,0.0,0.0,70.0,98,1.0,3438.0,0.0,Mar 03
91,Ivory Coast,165,0.0,1.0,0.0,4.0,160,0.0,6.0,0.04,Mar 10
92,Senegal,162,20.0,0.0,0.0,27.0,135,0.0,10.0,0.0,Mar 01
93,Malta,156,5.0,0.0,0.0,2.0,154,4.0,353.0,0.0,Mar 06
94,Ghana,152,0.0,5.0,0.0,2.0,145,1.0,5.0,0.2,Mar 11
95,Belarus,152,58.0,0.0,0.0,32.0,120,2.0,16.0,0.0,Feb 27
96,Uzbekistan,149,5.0,2.0,0.0,7.0,140,8.0,4.0,0.06,Mar 14
97,Afghanistan,145,25.0,4.0,0.0,2.0,139,0.0,4.0,0.1,Feb 23
98,Channel Islands,141,33.0,2.0,0.0,0.0,139,0.0,811.0,12.0,Mar 08
99,Cameroon,139,0.0,6.0,0.0,5.0,128,0.0,5.0,0.2,Mar 05
100,Honduras,139,29.0,3.0,0.0,3.0,133,4.0,14.0,0.3,Mar 10
101,Venezuela,129,10.0,3.0,0.0,39.0,87,6.0,5.0,0.1,Mar 12
102,Mauritius,128,21.0,3.0,0.0,0.0,125,1.0,101.0,2.0,Mar 17
103,Brunei,127,1.0,1.0,0.0,38.0,88,3.0,290.0,2.0,Mar 08
104,Sri Lanka,122,5.0,2.0,1.0,15.0,105,5.0,6.0,0.09,Jan 26
105,Palestine,115,6.0,1.0,0.0,18.0,96,0.0,23.0,0.2,Mar 04
106,Nigeria,111,0.0,1.0,0.0,3.0,107,0.0,0.5,0.0,Feb 27
107,Cambodia,107,4.0,0.0,0.0,21.0,86,1.0,6.0,0.0,Jan 26
108,Guadeloupe,106,0.0,4.0,0.0,17.0,85,10.0,265.0,10.0,Mar 12
109,Georgia,100,9.0,0.0,0.0,18.0,82,6.0,25.0,0.0,Feb 25
110,Bolivia,97,16.0,4.0,3.0,0.0,93,3.0,8.0,0.3,Mar 09
111,Kyrgyzstan,94,10.0,0.0,0.0,3.0,91,0.0,14.0,0.0,Mar 17
112,Martinique,93,0.0,1.0,0.0,0.0,92,12.0,248.0,3.0,Mar 04
113,Montenegro,91,6.0,1.0,0.0,0.0,90,1.0,145.0,2.0,Mar 16
114,Trinidad and Tobago,82,4.0,3.0,0.0,1.0,78,0.0,59.0,2.0,Mar 11
115,Mayotte,82,19.0,0.0,0.0,10.0,72,3.0,301.0,0.0,Mar 13
116,DRC,81,0.0,8.0,0.0,2.0,71,0.0,0.9,0.09,Mar 09
117,Rwanda,70,0.0,0.0,0.0,0.0,70,0.0,5.0,0.0,Mar 13
118,Gibraltar,69,4.0,0.0,0.0,34.0,35,0.0,2048.0,0.0,Mar 02
119,Paraguay,64,5.0,3.0,0.0,1.0,60,3.0,9.0,0.4,Mar 06
120,Liechtenstein,62,6.0,0.0,0.0,0.0,62,0.0,1626.0,0.0,Mar 02
121,Kenya,50,8.0,1.0,0.0,1.0,48,2.0,0.9,0.02,Mar 12
122,Aruba,50,0.0,0.0,0.0,1.0,49,0.0,468.0,0.0,Mar 12
123,Bangladesh,49,1.0,5.0,0.0,19.0,25,1.0,0.3,0.03,Mar 07
124,Isle of Man,49,7.0,0.0,0.0,0.0,49,0.0,576.0,0.0,Mar 18
125,Monaco,46,0.0,1.0,0.0,1.0,44,0.0,1172.0,25.0,Feb 27
126,French Guiana,43,0.0,0.0,0.0,6.0,37,0.0,144.0,0.0,Mar 06
127,Madagascar,39,0.0,0.0,0.0,0.0,39,0.0,1.0,0.0,Mar 19
128,Macao,38,1.0,0.0,0.0,10.0,28,0.0,59.0,0.0,Jan 21
129,Guatemala,36,2.0,1.0,0.0,10.0,25,1.0,2.0,0.06,Mar 12
130,Jamaica,36,4.0,1.0,0.0,2.0,33,0.0,12.0,0.3,Mar 09
131,French Polynesia,35,5.0,0.0,0.0,0.0,35,2.0,125.0,0.0,Mar 10
132,Zambia,35,6.0,0.0,0.0,0.0,35,0.0,2.0,0.0,Mar 17
133,Barbados,33,0.0,0.0,0.0,0.0,33,0.0,115.0,0.0,Mar 16
134,Uganda,33,0.0,0.0,0.0,0.0,33,0.0,0.7,0.0,Mar 20
135,Togo,30,5.0,1.0,0.0,1.0,28,0.0,4.0,0.1,Mar 05
136,El Salvador,30,6.0,0.0,0.0,0.0,30,5.0,5.0,0.0,Mar 18
137,Mali,25,7.0,2.0,1.0,0.0,23,0.0,1.0,0.1,Mar 24
138,Ethiopia,23,2.0,0.0,0.0,4.0,19,1.0,0.2,0.0,Mar 12
139,Niger,22,4.0,3.0,2.0,0.0,19,0.0,0.9,0.1,Mar 18
140,Bermuda,22,0.0,0.0,0.0,2.0,20,0.0,353.0,0.0,Mar 17
141,Guinea,22,6.0,0.0,0.0,0.0,22,0.0,2.0,0.0,Mar 12
142,Congo,19,0.0,0.0,0.0,0.0,19,0.0,3.0,0.0,Mar 14
143,Tanzania,19,5.0,0.0,0.0,1.0,18,0.0,0.3,0.0,Mar 15
144,Djibouti,18,0.0,0.0,0.0,0.0,18,0.0,18.0,0.0,Mar 17
145,Maldives,17,0.0,0.0,0.0,13.0,4,0.0,31.0,0.0,Mar 06
146,Saint Martin,15,4.0,1.0,1.0,2.0,12,0.0,388.0,26.0,Feb 29
147,Haiti,15,0.0,0.0,0.0,1.0,14,0.0,1.0,0.0,Mar 19
148,New Caledonia,15,0.0,0.0,0.0,0.0,15,0.0,53.0,0.0,Mar 17
149,Bahamas,14,0.0,0.0,0.0,1.0,13,0.0,36.0,0.0,Mar 14
150,Myanmar,14,4.0,0.0,0.0,0.0,14,0.0,0.3,0.0,Mar 22
151,Cayman Islands,12,0.0,1.0,0.0,0.0,11,0.0,183.0,15.0,Mar 12
152,Equatorial Guinea,12,0.0,0.0,0.0,0.0,12,0.0,9.0,0.0,Mar 13
153,Eritrea,12,0.0,0.0,0.0,0.0,12,0.0,3.0,0.0,Mar 20
154,Mongolia,12,0.0,0.0,0.0,2.0,10,0.0,4.0,0.0,Mar 09
155,Curaçao,11,3.0,1.0,0.0,2.0,8,0.0,67.0,6.0,Mar 12
156,Dominica,11,0.0,0.0,0.0,0.0,11,0.0,153.0,0.0,Mar 21
157,Namibia,11,0.0,0.0,0.0,2.0,9,0.0,4.0,0.0,Mar 13
158,Greenland,10,0.0,0.0,0.0,2.0,8,0.0,176.0,0.0,Mar 15
159,Syria,9,0.0,1.0,0.0,0.0,8,0.0,0.5,0.06,Mar 21
160,Grenada,9,0.0,0.0,0.0,0.0,9,0.0,80.0,0.0,Mar 21
161,Saint Lucia,9,0.0,0.0,0.0,1.0,8,0.0,49.0,0.0,Mar 12
162,Eswatini,9,0.0,0.0,0.0,0.0,9,0.0,8.0,0.0,Mar 13
163,Guyana,8,0.0,1.0,0.0,0.0,7,0.0,10.0,1.0,Mar 11
164,Guinea-Bissau,8,6.0,0.0,0.0,0.0,8,0.0,4.0,0.0,Mar 24
165,Laos,8,0.0,0.0,0.0,0.0,8,0.0,1.0,0.0,Mar 23
166,Libya,8,0.0,0.0,0.0,0.0,8,0.0,1.0,0.0,Mar 23
167,Mozambique,8,0.0,0.0,0.0,0.0,8,0.0,0.3,0.0,Mar 21
168,Seychelles,8,0.0,0.0,0.0,0.0,8,0.0,81.0,0.0,Mar 13
169,Suriname,8,0.0,0.0,0.0,0.0,8,0.0,14.0,0.0,Mar 12
170,Angola,7,0.0,2.0,0.0,0.0,5,0.0,0.2,0.06,Mar 19
171,Gabon,7,0.0,1.0,0.0,0.0,6,0.0,3.0,0.4,Mar 12
172,Zimbabwe,7,0.0,1.0,0.0,0.0,6,0.0,0.5,0.07,Mar 19
173,Antigua and Barbuda,7,0.0,0.0,0.0,0.0,7,0.0,71.0,0.0,Mar 12
174,Saint Kitts and Nevis,7,5.0,0.0,0.0,0.0,7,0.0,132.0,0.0,Mar 24
175,Sudan,6,0.0,2.0,1.0,0.0,4,0.0,0.1,0.05,Mar 12
176,Cabo Verde,6,0.0,1.0,0.0,0.0,5,0.0,11.0,2.0,Mar 19
177,Benin,6,0.0,0.0,0.0,0.0,6,0.0,0.5,0.0,Mar 15
178,Vatican City,6,0.0,0.0,0.0,0.0,6,0.0,7491.0,0.0,Mar 05
179,St. Barth,6,1.0,0.0,0.0,1.0,5,0.0,607.0,0.0,Feb 29
180,Sint Maarten,6,0.0,0.0,0.0,0.0,6,0.0,140.0,0.0,Mar 17
181,Nepal,5,0.0,0.0,0.0,1.0,4,0.0,0.2,0.0,Jan 23
182,Chad,5,2.0,0.0,0.0,0.0,5,0.0,0.3,0.0,Mar 18
183,Fiji,5,0.0,0.0,0.0,0.0,5,0.0,6.0,0.0,Mar 18
184,Mauritania,5,0.0,0.0,0.0,2.0,3,0.0,1.0,0.0,Mar 12
185,Montserrat,5,0.0,0.0,0.0,0.0,5,0.0,1002.0,0.0,Mar 17
186,Turks and Caicos,5,1.0,0.0,0.0,0.0,5,0.0,129.0,0.0,Mar 22
187,Gambia,4,0.0,1.0,0.0,0.0,3,0.0,2.0,0.4,Mar 16
188,Nicaragua,4,0.0,1.0,0.0,0.0,3,0.0,0.6,0.2,Mar 18
189,Bhutan,4,0.0,0.0,0.0,0.0,4,0.0,5.0,0.0,Mar 05
190,Belize,3,1.0,0.0,0.0,0.0,3,0.0,8.0,0.0,Mar 22
191,CAR,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0,Mar 14
192,Liberia,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0,Mar 15
193,Somalia,3,0.0,0.0,0.0,0.0,3,0.0,0.2,0.0,Mar 15
194,MS Zaandam,2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Mar 26
195,Anguilla,2,0.0,0.0,0.0,0.0,2,0.0,133.0,0.0,Mar 25
196,British Virgin Islands,2,0.0,0.0,0.0,0.0,2,0.0,66.0,0.0,Mar 24
197,Papua New Guinea,1,0.0,0.0,0.0,0.0,1,0.0,0.1,0.0,Mar 19
198,St. Vincent Grenadines,1,0.0,0.0,0.0,1.0,0,0.0,9.0,0.0,Mar 10
199,Timor-Leste,1,0.0,0.0,0.0,0.0,1,0.0,0.8,0.0,Mar 20
200,China,81470,31.0,3304.0,4.0,75700.0,2466,633.0,57.0,2.0,Jan 10
201,Total:,746218,22828.0,35348.0,1284.0,157098.0,553772,28515.0,95.7,4.5,0
