,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population
40,40.0,Israel,17012,25.0,284.0,0.0,14811.0,1917.0,39.0,1850.0,31.0,567429.0,61693.0,9197590.0
41,41.0,Dominican Republic,16908,377.0,498.0,10.0,9557.0,6853.0,106.0,1560.0,46.0,76930.0,7098.0,10838453.0
42,42.0,Japan,16804,85.0,886.0,12.0,14406.0,1512.0,123.0,133.0,7.0,287754.0,2275.0,126507477.0
43,43.0,Austria,16685,30.0,668.0,0.0,15520.0,497.0,23.0,1853.0,74.0,442143.0,49116.0,9002048.0
44,44.0,Argentina,16214,795.0,528.0,8.0,4788.0,10898.0,259.0,359.0,12.0,155407.0,3441.0,45159906.0
45,45.0,Afghanistan,14525,866.0,249.0,3.0,1303.0,12973.0,19.0,374.0,6.0,37348.0,961.0,38846163.0
46,46.0,Panama,13018,487.0,330.0,4.0,9414.0,3274.0,78.0,3021.0,77.0,66192.0,15363.0,4308653.0
47,47.0,Denmark,11633,40.0,571.0,3.0,10327.0,735.0,20.0,2009.0,99.0,618860.0,106875.0,5790499.0
48,48.0,S. Korea,11441,39.0,269.0,0.0,10398.0,774.0,15.0,223.0,5.0,902901.0,17612.0,51265561.0
49,49.0,Serbia,11381,27.0,242.0,0.0,6606.0,4533.0,10.0,1302.0,28.0,242782.0,27778.0,8740173.0
50,50.0,Bahrain,10793,344.0,17.0,2.0,5826.0,4950.0,10.0,6365.0,10.0,309573.0,182572.0,1695617.0
51,51.0,Oman,10423,603.0,42.0,1.0,2396.0,7985.0,31.0,2046.0,8.0,72000.0,14134.0,5094240.0
52,52.0,Kazakhstan,10382,450.0,38.0,1.0,5220.0,5124.0,62.0,554.0,2.0,788289.0,42027.0,18756949.0
53,53.0,Nigeria,9855,553.0,273.0,12.0,2856.0,6726.0,7.0,48.0,1.0,60825.0,296.0,205654182.0
54,54.0,Algeria,9267,133.0,646.0,8.0,5549.0,3072.0,34.0,212.0,15.0,0.0,0.0,43778769.0
55,55.0,Czechia,9230,34.0,319.0,0.0,6546.0,2365.0,19.0,862.0,30.0,436372.0,40754.0,10707339.0
56,56.0,Armenia,8927,251.0,127.0,7.0,3317.0,5483.0,10.0,3013.0,43.0,57081.0,19266.0,2962785.0
57,57.0,Bolivia,8731,344.0,300.0,7.0,749.0,7682.0,3.0,749.0,26.0,22294.0,1912.0,11658870.0
58,58.0,Norway,8437,15.0,236.0,0.0,7727.0,474.0,8.0,1557.0,44.0,245352.0,45288.0,5417605.0
59,59.0,Moldova,8098,202.0,291.0,3.0,4455.0,3352.0,256.0,2007.0,72.0,40565.0,10054.0,4034718.0
60,60.0,Morocco,7780,66.0,204.0,2.0,5401.0,2175.0,18.0,211.0,6.0,199998.0,5424.0,36872098.0
61,61.0,Ghana,7768,152.0,35.0,1.0,2540.0,5193.0,17.0,250.0,1.0,211622.0,6824.0,31012732.0
62,62.0,Malaysia,7762,30.0,115.0,0.0,6330.0,1317.0,9.0,240.0,4.0,546368.0,16900.0,32329329.0
63,63.0,Australia,7185,12.0,103.0,0.0,6606.0,476.0,4.0,282.0,4.0,1428538.0,56078.0,25473913.0
64,64.0,Finland,6826,50.0,316.0,2.0,5500.0,1010.0,11.0,1232.0,57.0,182700.0,32978.0,5540010.0
65,65.0,Iraq,6179,306.0,195.0,10.0,3110.0,2874.0,36.0,154.0,5.0,211485.0,5269.0,40137925.0
66,66.0,Cameroon,5904,468.0,191.0,14.0,3568.0,2145.0,28.0,223.0,7.0,0.0,0.0,26483044.0
67,67.0,Azerbaijan,5246,257.0,61.0,3.0,3327.0,1858.0,42.0,518.0,6.0,294264.0,29045.0,10131281.0
68,68.0,Honduras,4886,134.0,199.0,3.0,528.0,4159.0,13.0,494.0,20.0,14790.0,1495.0,9890414.0
69,69.0,Sudan,4800,279.0,262.0,29.0,1272.0,3266.0,0.0,110.0,6.0,401.0,9.0,43752816.0
70,70.0,Guatemala,4607,259.0,90.0,10.0,648.0,3869.0,5.0,258.0,5.0,31427.0,1757.0,17885239.0
71,71.0,Luxembourg,4016,4.0,110.0,0.0,3815.0,91.0,4.0,6425.0,176.0,74366.0,118975.0,625058.0
72,72.0,Hungary,3867,26.0,524.0,7.0,2142.0,1201.0,22.0,400.0,54.0,183562.0,18998.0,9662323.0
73,73.0,Tajikistan,3807,121.0,47.0,0.0,1865.0,1895.0,0.0,400.0,5.0,0.0,0.0,9517571.0
74,74.0,Guinea,3706,50.0,23.0,1.0,2030.0,1653.0,24.0,283.0,2.0,14407.0,1100.0,13098481.0
75,75.0,Uzbekistan,3546,78.0,14.0,0.0,2783.0,749.0,7.0,106.0,0.4,460000.0,13762.0,33425870.0
76,76.0,Senegal,3535,106.0,42.0,1.0,1761.0,1732.0,14.0,212.0,3.0,40735.0,2439.0,16701616.0
77,77.0,Djibouti,3194,280.0,22.0,2.0,1286.0,1886.0,0.0,3237.0,22.0,26366.0,26721.0,986716.0
78,78.0,Thailand,3077,1.0,57.0,0.0,2961.0,59.0,59.0,44.0,0.8,375453.0,5380.0,69785445.0
79,79.0,DRC,2966,133.0,69.0,0.0,428.0,2469.0,0.0,33.0,0.8,0.0,0.0,89294020.0
80,80.0,Greece,2915,6.0,175.0,0.0,1374.0,1366.0,14.0,280.0,17.0,178316.0,17101.0,10427085.0
81,81.0,Ivory Coast,2799,49.0,33.0,1.0,1385.0,1381.0,0.0,106.0,1.0,26905.0,1022.0,26316224.0
82,82.0,Gabon,2655,42.0,17.0,2.0,722.0,1916.0,15.0,1196.0,8.0,13833.0,6229.0,2220779.0
83,83.0,Bulgaria,2499,14.0,139.0,3.0,1064.0,1296.0,22.0,359.0,20.0,80742.0,11613.0,6952517.0
84,84.0,Bosnia and Herzegovina,2494,9.0,153.0,0.0,1831.0,510.0,4.0,760.0,47.0,64623.0,19688.0,3282421.0
85,85.0,El Salvador,2395,117.0,44.0,2.0,1026.0,1325.0,45.0,369.0,7.0,86972.0,13414.0,6483446.0
86,86.0,Croatia,2246,1.0,103.0,0.0,2063.0,80.0,4.0,547.0,25.0,66144.0,16104.0,4107255.0
87,87.0,North Macedonia,2164,35.0,131.0,5.0,1535.0,498.0,21.0,1039.0,63.0,28804.0,13826.0,2083381.0
88,88.0,Cuba,2025,20.0,83.0,1.0,1795.0,147.0,3.0,179.0,7.0,103123.0,9104.0,11327179.0
89,89.0,Somalia,1916,88.0,73.0,1.0,327.0,1516.0,2.0,121.0,5.0,0.0,0.0,15850314.0
90,90.0,Kenya,1888,143.0,63.0,1.0,464.0,1361.0,7.0,35.0,1.0,76962.0,1434.0,53660593.0
91,91.0,Estonia,1865,6.0,67.0,0.0,1622.0,176.0,0.0,1406.0,51.0,82747.0,62382.0,1326462.0
92,92.0,Iceland,1806,1.0,10.0,0.0,1794.0,2.0,0.0,5295.0,29.0,61025.0,178930.0,341055.0
93,93.0,Kyrgyzstan,1722,60.0,16.0,0.0,1113.0,593.0,4.0,264.0,2.0,109521.0,16812.0,6514462.0
94,94.0,Mayotte,1699,0.0,21.0,0.0,1385.0,293.0,9.0,6242.0,77.0,5200.0,19104.0,272192.0
95,95.0,Maldives,1672,81.0,5.0,0.0,406.0,1261.0,9.0,3098.0,9.0,11775.0,21819.0,539677.0
96,96.0,Lithuania,1670,8.0,70.0,2.0,1229.0,371.0,17.0,613.0,26.0,299428.0,109877.0,2725125.0
97,97.0,Sri Lanka,1613,55.0,10.0,0.0,781.0,822.0,1.0,75.0,0.5,62208.0,2906.0,21405720.0
98,98.0,Haiti,1584,141.0,35.0,0.0,22.0,1527.0,0.0,139.0,3.0,4106.0,360.0,11390283.0
99,99.0,Slovakia,1521,1.0,28.0,0.0,1356.0,137.0,0.0,279.0,5.0,170995.0,31321.0,5459425.0
100,100.0,New Zealand,1504,0.0,22.0,0.0,1481.0,1.0,0.0,301.0,4.0,278872.0,55751.0,5002100.0
101,101.0,Slovenia,1473,0.0,108.0,0.0,1357.0,8.0,2.0,709.0,52.0,79897.0,38432.0,2078915.0
102,102.0,Venezuela,1459,89.0,14.0,0.0,302.0,1143.0,3.0,51.0,0.5,970394.0,34118.0,28442404.0
103,103.0,Nepal,1401,189.0,6.0,0.0,219.0,1176.0,0.0,48.0,0.2,173784.0,5974.0,29088995.0
104,104.0,Equatorial Guinea,1306,0.0,12.0,0.0,200.0,1094.0,0.0,934.0,9.0,854.0,611.0,1398393.0
105,105.0,Guinea-Bissau,1256,0.0,8.0,0.0,42.0,1206.0,0.0,640.0,4.0,1500.0,764.0,1963612.0
106,106.0,Mali,1250,24.0,76.0,3.0,696.0,478.0,0.0,62.0,4.0,3483.0,172.0,20194089.0
107,107.0,Lebanon,1191,19.0,26.0,0.0,708.0,457.0,4.0,174.0,4.0,82076.0,12021.0,6827871.0
108,108.0,Albania,1122,23.0,33.0,0.0,857.0,232.0,5.0,390.0,11.0,14498.0,5037.0,2878052.0
109,109.0,Hong Kong,1083,3.0,4.0,0.0,1036.0,43.0,1.0,145.0,0.5,202930.0,27087.0,7491755.0
110,110.0,Tunisia,1076,5.0,48.0,0.0,950.0,78.0,2.0,91.0,4.0,51171.0,4334.0,11807839.0
111,111.0,Latvia,1065,1.0,24.0,0.0,745.0,296.0,3.0,564.0,13.0,108174.0,57302.0,1887785.0
112,112.0,Ethiopia,1063,95.0,8.0,0.0,208.0,847.0,5.0,9.0,0.07,106615.0,930.0,114693065.0
113,113.0,Zambia,1057,0.0,7.0,0.0,779.0,271.0,1.0,58.0,0.4,24275.0,1324.0,18334102.0
114,114.0,Costa Rica,1047,25.0,10.0,0.0,658.0,379.0,4.0,206.0,2.0,26073.0,5122.0,5090096.0
115,115.0,South Sudan,994,0.0,10.0,0.0,6.0,978.0,0.0,89.0,0.9,3356.0,300.0,11182197.0
116,116.0,Paraguay,964,47.0,11.0,0.0,466.0,487.0,2.0,135.0,2.0,29153.0,4092.0,7124815.0
117,117.0,CAR,962,88.0,1.0,0.0,23.0,938.0,0.0,199.0,0.2,15021.0,3115.0,4822133.0
118,118.0,Niger,956,1.0,64.0,0.0,818.0,74.0,0.0,40.0,3.0,6033.0,250.0,24117639.0
119,119.0,Cyprus,944,2.0,17.0,0.0,790.0,137.0,4.0,782.0,14.0,115694.0,95884.0,1206608.0
120,120.0,Sierra Leone,852,23.0,46.0,1.0,415.0,391.0,0.0,107.0,6.0,0.0,0.0,7961973.0
121,121.0,Burkina Faso,847,0.0,53.0,0.0,720.0,74.0,0.0,41.0,3.0,0.0,0.0,20847963.0
122,122.0,Uruguay,821,5.0,22.0,0.0,682.0,117.0,5.0,236.0,6.0,43479.0,12520.0,3472725.0
123,123.0,Andorra,764,0.0,51.0,0.0,692.0,21.0,4.0,9889.0,660.0,3750.0,48541.0,77255.0
124,124.0,Chad,759,0.0,65.0,0.0,470.0,224.0,0.0,46.0,4.0,0.0,0.0,16380040.0
125,125.0,Nicaragua,759,0.0,35.0,0.0,370.0,354.0,0.0,115.0,5.0,0.0,0.0,6617623.0
126,126.0,Madagascar,758,60.0,6.0,1.0,165.0,587.0,8.0,27.0,0.2,10249.0,371.0,27623015.0
127,127.0,Georgia,757,11.0,12.0,0.0,600.0,145.0,6.0,190.0,3.0,53618.0,13439.0,3989785.0
128,128.0,Jordan,734,4.0,9.0,0.0,507.0,218.0,5.0,72.0,0.9,183641.0,18014.0,10194333.0
129,129.0,Diamond Princess,712,0.0,13.0,0.0,651.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0
130,130.0,San Marino,671,0.0,42.0,0.0,357.0,272.0,1.0,19779.0,1238.0,4466.0,131643.0,33925.0
131,131.0,Malta,618,2.0,9.0,0.0,525.0,84.0,1.0,1400.0,20.0,68038.0,154126.0,441445.0
132,132.0,Jamaica,575,6.0,9.0,0.0,289.0,277.0,2.0,194.0,3.0,12078.0,4080.0,2960082.0
133,133.0,Congo,571,0.0,19.0,0.0,161.0,391.0,0.0,104.0,3.0,0.0,0.0,5505196.0
134,134.0,Channel Islands,560,0.0,45.0,0.0,525.0,-10.0,0.0,3224.0,259.0,10255.0,59030.0,173724.0
135,135.0,Tanzania,509,0.0,21.0,0.0,183.0,305.0,7.0,9.0,0.4,0.0,0.0,59569007.0
136,136.0,Mauritania,483,60.0,20.0,0.0,21.0,442.0,0.0,104.0,4.0,7654.0,1650.0,4637943.0
137,137.0,Sao Tome and Principe,479,16.0,12.0,0.0,68.0,399.0,0.0,2189.0,55.0,175.0,800.0,218786.0
138,138.0,French Guiana,477,27.0,1.0,0.0,185.0,291.0,2.0,1601.0,3.0,0.0,0.0,297942.0
139,139.0,Réunion,471,1.0,1.0,0.0,411.0,59.0,1.0,526.0,1.0,17200.0,19223.0,894766.0
140,140.0,Palestine,447,1.0,3.0,0.0,368.0,76.0,0.0,88.0,0.6,44876.0,8816.0,5090250.0
141,141.0,Taiwan,442,0.0,7.0,0.0,421.0,14.0,0.0,19.0,0.3,71909.0,3020.0,23813214.0
142,142.0,Togo,433,5.0,13.0,0.0,206.0,214.0,0.0,52.0,2.0,19705.0,2385.0,8260436.0
143,143.0,Cabo Verde,421,16.0,4.0,0.0,167.0,250.0,0.0,758.0,7.0,1307.0,2353.0,555459.0
144,144.0,Uganda,413,84.0,0.0,0.0,72.0,341.0,0.0,9.0,0.0,94990.0,2083.0,45598170.0
145,145.0,Rwanda,359,4.0,1.0,1.0,250.0,108.0,0.0,28.0,0.08,66976.0,5183.0,12921714.0
146,146.0,Isle of Man,336,0.0,24.0,0.0,309.0,3.0,0.0,3953.0,282.0,4805.0,56533.0,84995.0
147,147.0,Mauritius,335,0.0,10.0,0.0,322.0,3.0,0.0,263.0,8.0,116937.0,91961.0,1271594.0
148,148.0,Vietnam,328,1.0,0.0,0.0,279.0,49.0,1.0,3.0,0.0,275000.0,2827.0,97262917.0
149,149.0,Montenegro,324,0.0,9.0,0.0,315.0,0.0,0.0,516.0,14.0,10167.0,16188.0,628060.0
150,150.0,Yemen,310,27.0,77.0,12.0,13.0,220.0,0.0,10.0,3.0,120.0,4.0,29764568.0
151,151.0,Eswatini,283,4.0,2.0,0.0,168.0,113.0,0.0,244.0,2.0,4994.0,4308.0,1159118.0
152,152.0,Liberia,280,7.0,27.0,0.0,148.0,105.0,0.0,55.0,5.0,0.0,0.0,5046473.0
153,153.0,Malawi,279,6.0,4.0,0.0,42.0,233.0,1.0,15.0,0.2,3372.0,177.0,19082694.0
154,154.0,Mozambique,244,10.0,2.0,0.0,90.0,152.0,0.0,8.0,0.06,10261.0,329.0,31170640.0
155,155.0,Myanmar,224,17.0,6.0,0.0,130.0,88.0,0.0,4.0,0.1,24710.0,454.0,54378732.0
156,156.0,Benin,224,0.0,3.0,0.0,136.0,85.0,0.0,19.0,0.2,30817.0,2548.0,12092780.0
157,157.0,Martinique,200,0.0,14.0,0.0,98.0,88.0,0.0,533.0,37.0,0.0,0.0,375289.0
158,158.0,Faeroe Islands,187,0.0,0.0,0.0,187.0,0.0,0.0,3828.0,0.0,9636.0,197269.0,48847.0
159,159.0,Mongolia,179,0.0,0.0,0.0,44.0,135.0,10.0,55.0,0.0,13641.0,4167.0,3273528.0
160,160.0,Zimbabwe,174,25.0,4.0,0.0,29.0,141.0,0.0,12.0,0.3,46613.0,3140.0,14843588.0
161,161.0,Gibraltar,169,8.0,0.0,0.0,149.0,20.0,0.0,5016.0,0.0,7553.0,224178.0,33692.0
162,162.0,Guadeloupe,162,0.0,14.0,0.0,138.0,10.0,1.0,405.0,35.0,4137.0,10339.0,400118.0
163,163.0,Guyana,152,2.0,12.0,1.0,67.0,73.0,2.0,193.0,15.0,1604.0,2040.0,786232.0
164,164.0,Brunei,141,0.0,2.0,0.0,138.0,1.0,1.0,323.0,5.0,19130.0,43764.0,437116.0
165,165.0,Cayman Islands,141,0.0,1.0,0.0,68.0,72.0,0.0,2148.0,15.0,11139.0,169662.0,65654.0
166,166.0,Bermuda,140,0.0,9.0,0.0,92.0,39.0,2.0,2247.0,144.0,7171.0,115112.0,62296.0
167,167.0,Libya,130,12.0,5.0,0.0,50.0,75.0,0.0,19.0,0.7,5591.0,815.0,6862990.0
168,168.0,Cambodia,125,1.0,0.0,0.0,123.0,2.0,1.0,7.0,0.0,19842.0,1188.0,16698376.0
169,169.0,Syria,122,0.0,4.0,0.0,43.0,75.0,0.0,7.0,0.2,0.0,0.0,17460385.0
170,170.0,Trinidad and Tobago,116,0.0,8.0,0.0,108.0,0.0,0.0,83.0,6.0,3138.0,2243.0,1399110.0
171,171.0,Comoros,106,19.0,2.0,0.0,26.0,78.0,0.0,122.0,2.0,0.0,0.0,867877.0
172,172.0,Bahamas,102,0.0,11.0,0.0,48.0,43.0,1.0,260.0,28.0,2091.0,5322.0,392918.0
173,173.0,Aruba,101,0.0,3.0,0.0,98.0,0.0,0.0,946.0,28.0,2128.0,19939.0,106728.0
174,174.0,Monaco,99,1.0,4.0,0.0,90.0,5.0,1.0,2524.0,102.0,0.0,0.0,39218.0
175,175.0,Barbados,92,0.0,7.0,0.0,76.0,9.0,1.0,320.0,24.0,5390.0,18758.0,287346.0
176,176.0,Angola,84,3.0,4.0,0.0,18.0,62.0,1.0,3.0,0.1,10000.0,305.0,32765461.0
177,177.0,Liechtenstein,82,0.0,1.0,0.0,55.0,26.0,0.0,2151.0,26.0,900.0,23610.0,38119.0
178,178.0,Sint Maarten,77,0.0,15.0,0.0,60.0,2.0,1.0,1798.0,350.0,450.0,10506.0,42833.0
179,179.0,Burundi,63,21.0,1.0,0.0,33.0,29.0,0.0,5.0,0.08,284.0,24.0,11856133.0
180,180.0,French Polynesia,60,0.0,0.0,0.0,60.0,0.0,0.0,214.0,0.0,4006.0,14268.0,280770.0
181,181.0,Macao,45,0.0,0.0,0.0,45.0,0.0,0.0,69.0,0.0,0.0,0.0,648548.0
182,182.0,Saint Martin,41,1.0,3.0,0.0,33.0,5.0,1.0,1062.0,78.0,614.0,15904.0,38606.0
183,183.0,Eritrea,39,0.0,0.0,0.0,39.0,0.0,0.0,11.0,0.0,0.0,0.0,3542053.0
184,184.0,Botswana,35,0.0,1.0,0.0,20.0,14.0,0.0,15.0,0.4,17991.0,7665.0,2347237.0
185,185.0,Bhutan,33,2.0,0.0,0.0,6.0,27.0,0.0,43.0,0.0,16838.0,21843.0,770865.0
186,186.0,St. Vincent Grenadines,26,0.0,0.0,0.0,15.0,11.0,0.0,234.0,0.0,593.0,5347.0,110911.0
187,187.0,Antigua and Barbuda,25,0.0,3.0,0.0,19.0,3.0,1.0,255.0,31.0,183.0,1870.0,97859.0
188,188.0,Gambia,25,0.0,1.0,0.0,20.0,4.0,0.0,10.0,0.4,1756.0,729.0,2410091.0
189,189.0,Timor-Leste,24,0.0,0.0,0.0,24.0,0.0,0.0,18.0,0.0,1290.0,980.0,1316139.0
190,190.0,Grenada,23,0.0,0.0,0.0,18.0,5.0,4.0,204.0,0.0,3007.0,26734.0,112479.0
191,191.0,Namibia,23,0.0,0.0,0.0,14.0,9.0,0.0,9.0,0.0,3412.0,1345.0,2536704.0
192,192.0,Curaçao,19,1.0,1.0,0.0,14.0,4.0,0.0,116.0,6.0,572.0,3487.0,164037.0
193,193.0,Laos,19,0.0,0.0,0.0,16.0,3.0,0.0,3.0,0.0,6432.0,885.0,7266127.0
194,194.0,New Caledonia,19,0.0,0.0,0.0,18.0,1.0,0.0,67.0,0.0,6416.0,22492.0,285260.0
195,195.0,Belize,18,0.0,2.0,0.0,16.0,0.0,0.0,45.0,5.0,1572.0,3960.0,396969.0
196,196.0,Fiji,18,0.0,0.0,0.0,15.0,3.0,0.0,20.0,0.0,2431.0,2714.0,895890.0
197,197.0,Saint Lucia,18,0.0,0.0,0.0,18.0,0.0,0.0,98.0,0.0,1012.0,5513.0,183556.0
198,198.0,Dominica,16,0.0,0.0,0.0,16.0,0.0,0.0,222.0,0.0,433.0,6016.0,71971.0
199,199.0,Saint Kitts and Nevis,15,0.0,0.0,0.0,15.0,0.0,0.0,282.0,0.0,394.0,7411.0,53167.0
200,200.0,Falkland Islands,13,0.0,0.0,0.0,13.0,0.0,0.0,3746.0,0.0,503.0,144957.0,3470.0
201,201.0,Greenland,13,0.0,0.0,0.0,11.0,2.0,0.0,229.0,0.0,2030.0,35763.0,56762.0
202,202.0,Suriname,12,0.0,1.0,0.0,9.0,2.0,0.0,20.0,2.0,782.0,1334.0,586178.0
203,203.0,Turks and Caicos,12,0.0,1.0,0.0,10.0,1.0,0.0,310.0,26.0,129.0,3336.0,38670.0
204,204.0,Vatican City,12,0.0,0.0,0.0,2.0,10.0,0.0,14981.0,0.0,0.0,0.0,801.0
205,205.0,Montserrat,11,0.0,1.0,0.0,10.0,0.0,0.0,2204.0,200.0,36.0,7212.0,4992.0
206,206.0,Seychelles,11,0.0,0.0,0.0,11.0,0.0,0.0,112.0,0.0,0.0,0.0,98295.0
207,207.0,MS Zaandam,9,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
208,208.0,Western Sahara,9,0.0,1.0,0.0,6.0,2.0,0.0,15.0,2.0,0.0,0.0,595945.0
209,209.0,British Virgin Islands,8,0.0,1.0,0.0,7.0,0.0,0.0,265.0,33.0,167.0,5527.0,30214.0
210,210.0,Papua New Guinea,8,0.0,0.0,0.0,8.0,0.0,0.0,0.9,0.0,2402.0,269.0,8931472.0
211,211.0,Caribbean Netherlands,6,0.0,0.0,0.0,6.0,0.0,0.0,229.0,0.0,424.0,16182.0,26202.0
212,212.0,St. Barth,6,0.0,0.0,0.0,6.0,0.0,0.0,608.0,0.0,137.0,13875.0,9874.0
213,213.0,Anguilla,3,0.0,0.0,0.0,3.0,0.0,0.0,200.0,0.0,41.0,2735.0,14991.0
214,214.0,Lesotho,2,0.0,0.0,0.0,1.0,1.0,0.0,0.9,0.0,283.0,132.0,2140792.0
215,215.0,Saint Pierre Miquelon,1,0.0,0.0,0.0,1.0,0.0,0.0,173.0,0.0,0.0,0.0,5796.0
216,0.0,Total:,6150483,124103.0,370506.0,4084.0,2734546.0,3045431.0,53503.0,789.0,47.5,0.0,0.0,0.0
