,Country/Region,Date,ConfirmedCases,Deaths,Recoveries
167,Albania,2020-03-15,42,1,0
168,Albania,2020-03-16,51,1,0
169,Albania,2020-03-17,55,1,0
170,Albania,2020-03-18,59,2,0
171,Albania,2020-03-19,64,2,0
172,Albania,2020-03-20,70,2,0
173,Albania,2020-03-21,76,2,2
174,Albania,2020-03-22,89,2,2
175,Albania,2020-03-23,104,4,2
176,Albania,2020-03-24,123,5,10
177,Albania,2020-03-25,146,5,17
178,Albania,2020-03-26,174,6,17
179,Albania,2020-03-27,186,8,31
180,Albania,2020-03-28,197,10,31
181,Albania,2020-03-29,212,10,33
182,Albania,2020-03-30,223,11,44
183,Albania,2020-03-31,243,15,52
184,Albania,2020-04-01,259,15,67
185,Albania,2020-04-02,277,16,76
186,Albania,2020-04-03,304,17,89
187,Albania,2020-04-04,333,20,99
188,Albania,2020-04-05,361,20,104
189,Albania,2020-04-06,377,21,116
190,Albania,2020-04-07,383,22,131
191,Albania,2020-04-08,400,22,154
192,Albania,2020-04-09,409,23,165
193,Albania,2020-04-10,416,23,182
194,Albania,2020-04-11,433,23,197
195,Albania,2020-04-12,446,23,217
196,Albania,2020-04-13,467,23,232
197,Albania,2020-04-14,475,24,248
198,Albania,2020-04-15,494,25,251
199,Albania,2020-04-16,518,26,277
200,Albania,2020-04-17,539,26,283
201,Albania,2020-04-18,548,26,302
202,Albania,2020-04-19,562,26,314
203,Albania,2020-04-20,584,26,327
204,Albania,2020-04-21,609,26,345
205,Albania,2020-04-22,634,27,356
206,Albania,2020-04-23,663,27,385
207,Albania,2020-04-24,678,27,394
208,Albania,2020-04-25,712,27,403
209,Albania,2020-04-26,726,28,410
210,Albania,2020-04-27,736,28,422
211,Albania,2020-04-28,750,30,431
212,Albania,2020-04-29,766,30,455
213,Albania,2020-04-30,773,31,470
214,Albania,2020-05-01,782,31,488
215,Albania,2020-05-02,789,31,519
216,Albania,2020-05-03,795,31,531
217,Albania,2020-05-04,803,31,543
218,Albania,2020-05-05,820,31,570
219,Albania,2020-05-06,832,31,595
220,Albania,2020-05-07,842,31,605
221,Albania,2020-05-08,850,31,620
222,Albania,2020-05-09,856,31,627
223,Albania,2020-05-10,868,31,650
224,Albania,2020-05-11,872,31,654
225,Albania,2020-05-12,876,31,682
226,Albania,2020-05-13,880,31,688
227,Albania,2020-05-14,898,31,694
228,Algeria,2020-01-22,0,0,0
229,Algeria,2020-01-23,0,0,0
230,Algeria,2020-01-24,0,0,0
231,Algeria,2020-01-25,0,0,0
232,Algeria,2020-01-26,0,0,0
233,Algeria,2020-01-27,0,0,0
234,Algeria,2020-01-28,0,0,0
235,Algeria,2020-01-29,0,0,0
236,Algeria,2020-01-30,0,0,0
237,Algeria,2020-01-31,0,0,0
238,Algeria,2020-02-01,0,0,0
239,Algeria,2020-02-02,0,0,0
240,Algeria,2020-02-03,0,0,0
241,Algeria,2020-02-04,0,0,0
242,Algeria,2020-02-05,0,0,0
243,Algeria,2020-02-06,0,0,0
244,Algeria,2020-02-07,0,0,0
245,Algeria,2020-02-08,0,0,0
246,Algeria,2020-02-09,0,0,0
247,Algeria,2020-02-10,0,0,0
248,Algeria,2020-02-11,0,0,0
249,Algeria,2020-02-12,0,0,0
250,Algeria,2020-02-13,0,0,0
251,Algeria,2020-02-14,0,0,0
252,Algeria,2020-02-15,0,0,0
253,Algeria,2020-02-16,0,0,0
254,Algeria,2020-02-17,0,0,0
255,Algeria,2020-02-18,0,0,0
256,Algeria,2020-02-19,0,0,0
257,Algeria,2020-02-20,0,0,0
258,Algeria,2020-02-21,0,0,0
259,Algeria,2020-02-22,0,0,0
260,Algeria,2020-02-23,0,0,0
261,Algeria,2020-02-24,0,0,0
262,Algeria,2020-02-25,1,0,0
263,Algeria,2020-02-26,1,0,0
264,Algeria,2020-02-27,1,0,0
265,Algeria,2020-02-28,1,0,0
266,Algeria,2020-02-29,1,0,0
267,Algeria,2020-03-01,1,0,0
268,Algeria,2020-03-02,3,0,0
269,Algeria,2020-03-03,5,0,0
270,Algeria,2020-03-04,12,0,0
271,Algeria,2020-03-05,12,0,0
272,Algeria,2020-03-06,17,0,0
273,Algeria,2020-03-07,17,0,0
274,Algeria,2020-03-08,19,0,0
275,Algeria,2020-03-09,20,0,0
276,Algeria,2020-03-10,20,0,0
277,Algeria,2020-03-11,20,0,0
278,Algeria,2020-03-12,24,1,8
279,Algeria,2020-03-13,26,2,8
280,Algeria,2020-03-14,37,3,12
281,Algeria,2020-03-15,48,4,12
282,Algeria,2020-03-16,54,4,12
283,Algeria,2020-03-17,60,4,12
284,Algeria,2020-03-18,74,7,12
285,Algeria,2020-03-19,87,9,32
286,Algeria,2020-03-20,90,11,32
287,Algeria,2020-03-21,139,15,32
288,Algeria,2020-03-22,201,17,65
289,Algeria,2020-03-23,230,17,65
290,Algeria,2020-03-24,264,19,24
291,Algeria,2020-03-25,302,21,65
292,Algeria,2020-03-26,367,25,29
293,Algeria,2020-03-27,409,26,29
294,Algeria,2020-03-28,454,29,31
295,Algeria,2020-03-29,511,31,31
296,Algeria,2020-03-30,584,35,37
297,Algeria,2020-03-31,716,44,46
298,Algeria,2020-04-01,847,58,61
299,Algeria,2020-04-02,986,86,61
300,Algeria,2020-04-03,1171,105,62
301,Algeria,2020-04-04,1251,130,90
302,Algeria,2020-04-05,1320,152,90
303,Algeria,2020-04-06,1423,173,90
304,Algeria,2020-04-07,1468,193,113
305,Algeria,2020-04-08,1572,205,237
306,Algeria,2020-04-09,1666,235,347
307,Algeria,2020-04-10,1761,256,405
308,Algeria,2020-04-11,1825,275,460
309,Algeria,2020-04-12,1914,293,591
310,Algeria,2020-04-13,1983,313,601
311,Algeria,2020-04-14,2070,326,691
312,Algeria,2020-04-15,2160,336,708
313,Algeria,2020-04-16,2268,348,783
314,Algeria,2020-04-17,2418,364,846
315,Algeria,2020-04-18,2534,367,894
316,Algeria,2020-04-19,2629,375,1047
317,Algeria,2020-04-20,2718,384,1099
318,Algeria,2020-04-21,2811,392,1152
319,Algeria,2020-04-22,2910,402,1204
320,Algeria,2020-04-23,3007,407,1355
321,Algeria,2020-04-24,3127,415,1408
322,Algeria,2020-04-25,3256,419,1479
323,Algeria,2020-04-26,3382,425,1508
324,Algeria,2020-04-27,3517,432,1558
325,Algeria,2020-04-28,3649,437,1651
326,Algeria,2020-04-29,3848,444,1702
327,Algeria,2020-04-30,4006,450,1779
328,Algeria,2020-05-01,4154,453,1821
329,Algeria,2020-05-02,4295,459,1872
330,Algeria,2020-05-03,4474,463,1936
331,Algeria,2020-05-04,4648,465,1998
332,Algeria,2020-05-05,4838,470,2067
333,Algeria,2020-05-06,4997,476,2197
334,Algeria,2020-05-07,5182,483,2323
335,Algeria,2020-05-08,5369,488,2467
336,Algeria,2020-05-09,5558,494,2546
337,Algeria,2020-05-10,5723,502,2678
338,Algeria,2020-05-11,5891,507,2841
339,Algeria,2020-05-12,6067,515,2998
340,Algeria,2020-05-13,6253,522,3058
341,Algeria,2020-05-14,6442,529,3158
342,Andorra,2020-01-22,0,0,0
343,Andorra,2020-01-23,0,0,0
344,Andorra,2020-01-24,0,0,0
345,Andorra,2020-01-25,0,0,0
346,Andorra,2020-01-26,0,0,0
347,Andorra,2020-01-27,0,0,0
348,Andorra,2020-01-28,0,0,0
349,Andorra,2020-01-29,0,0,0
350,Andorra,2020-01-30,0,0,0
351,Andorra,2020-01-31,0,0,0
352,Andorra,2020-02-01,0,0,0
353,Andorra,2020-02-02,0,0,0
354,Andorra,2020-02-03,0,0,0
355,Andorra,2020-02-04,0,0,0
356,Andorra,2020-02-05,0,0,0
357,Andorra,2020-02-06,0,0,0
358,Andorra,2020-02-07,0,0,0
359,Andorra,2020-02-08,0,0,0
360,Andorra,2020-02-09,0,0,0
361,Andorra,2020-02-10,0,0,0
362,Andorra,2020-02-11,0,0,0
363,Andorra,2020-02-12,0,0,0
364,Andorra,2020-02-13,0,0,0
365,Andorra,2020-02-14,0,0,0
366,Andorra,2020-02-15,0,0,0
367,Andorra,2020-02-16,0,0,0
368,Andorra,2020-02-17,0,0,0
369,Andorra,2020-02-18,0,0,0
370,Andorra,2020-02-19,0,0,0
371,Andorra,2020-02-20,0,0,0
372,Andorra,2020-02-21,0,0,0
373,Andorra,2020-02-22,0,0,0
374,Andorra,2020-02-23,0,0,0
375,Andorra,2020-02-24,0,0,0
376,Andorra,2020-02-25,0,0,0
377,Andorra,2020-02-26,0,0,0
378,Andorra,2020-02-27,0,0,0
379,Andorra,2020-02-28,0,0,0
380,Andorra,2020-02-29,0,0,0
381,Andorra,2020-03-01,0,0,0
382,Andorra,2020-03-02,1,0,0
383,Andorra,2020-03-03,1,0,0
384,Andorra,2020-03-04,1,0,0
385,Andorra,2020-03-05,1,0,0
386,Andorra,2020-03-06,1,0,0
387,Andorra,2020-03-07,1,0,0
388,Andorra,2020-03-08,1,0,0
389,Andorra,2020-03-09,1,0,0
390,Andorra,2020-03-10,1,0,0
391,Andorra,2020-03-11,1,0,0
392,Andorra,2020-03-12,1,0,1
393,Andorra,2020-03-13,1,0,0
394,Andorra,2020-03-14,1,0,1
395,Andorra,2020-03-15,1,0,1
396,Andorra,2020-03-16,2,0,1
397,Andorra,2020-03-17,39,0,1
398,Andorra,2020-03-18,39,0,1
399,Andorra,2020-03-19,53,0,1
400,Andorra,2020-03-20,75,0,1
401,Andorra,2020-03-21,88,0,1
402,Andorra,2020-03-22,113,1,1
403,Andorra,2020-03-23,133,1,1
404,Andorra,2020-03-24,164,1,1
405,Andorra,2020-03-25,188,1,1
406,Andorra,2020-03-26,224,3,1
407,Andorra,2020-03-27,267,3,1
408,Andorra,2020-03-28,308,3,1
409,Andorra,2020-03-29,334,6,1
410,Andorra,2020-03-30,370,8,10
411,Andorra,2020-03-31,376,12,10
412,Andorra,2020-04-01,390,14,10
413,Andorra,2020-04-02,428,15,10
414,Andorra,2020-04-03,439,16,16
415,Andorra,2020-04-04,466,17,21
416,Andorra,2020-04-05,501,18,26
417,Andorra,2020-04-06,525,21,31
418,Andorra,2020-04-07,545,22,39
419,Andorra,2020-04-08,564,23,52
420,Andorra,2020-04-09,583,25,58
421,Andorra,2020-04-10,601,26,71
422,Andorra,2020-04-11,601,26,71
423,Andorra,2020-04-12,638,29,128
424,Andorra,2020-04-13,646,29,128
425,Andorra,2020-04-14,659,31,128
426,Andorra,2020-04-15,673,33,169
427,Andorra,2020-04-16,673,33,169
428,Andorra,2020-04-17,696,35,191
429,Andorra,2020-04-18,704,35,205
430,Andorra,2020-04-19,713,36,235
431,Andorra,2020-04-20,717,37,248
432,Andorra,2020-04-21,717,37,282
433,Andorra,2020-04-22,723,37,309
434,Andorra,2020-04-23,723,37,333
435,Andorra,2020-04-24,731,40,344
436,Andorra,2020-04-25,738,40,344
437,Andorra,2020-04-26,738,40,344
438,Andorra,2020-04-27,743,40,385
439,Andorra,2020-04-28,743,41,398
440,Andorra,2020-04-29,743,42,423
441,Andorra,2020-04-30,745,42,468
442,Andorra,2020-05-01,745,43,468
443,Andorra,2020-05-02,747,44,472
444,Andorra,2020-05-03,748,45,493
445,Andorra,2020-05-04,750,45,499
446,Andorra,2020-05-05,751,46,514
447,Andorra,2020-05-06,751,46,521
448,Andorra,2020-05-07,752,47,526
449,Andorra,2020-05-08,752,47,537
450,Andorra,2020-05-09,754,48,545
451,Andorra,2020-05-10,755,48,550
452,Andorra,2020-05-11,755,48,550
453,Andorra,2020-05-12,758,48,568
454,Andorra,2020-05-13,760,49,576
455,Andorra,2020-05-14,761,49,596
456,Angola,2020-01-22,0,0,0
457,Angola,2020-01-23,0,0,0
458,Angola,2020-01-24,0,0,0
459,Angola,2020-01-25,0,0,0
460,Angola,2020-01-26,0,0,0
461,Angola,2020-01-27,0,0,0
462,Angola,2020-01-28,0,0,0
463,Angola,2020-01-29,0,0,0
464,Angola,2020-01-30,0,0,0
465,Angola,2020-01-31,0,0,0
466,Angola,2020-02-01,0,0,0
467,Angola,2020-02-02,0,0,0
468,Angola,2020-02-03,0,0,0
469,Angola,2020-02-04,0,0,0
470,Angola,2020-02-05,0,0,0
471,Angola,2020-02-06,0,0,0
472,Angola,2020-02-07,0,0,0
473,Angola,2020-02-08,0,0,0
474,Angola,2020-02-09,0,0,0
475,Angola,2020-02-10,0,0,0
476,Angola,2020-02-11,0,0,0
477,Angola,2020-02-12,0,0,0
478,Angola,2020-02-13,0,0,0
479,Angola,2020-02-14,0,0,0
480,Angola,2020-02-15,0,0,0
481,Angola,2020-02-16,0,0,0
482,Angola,2020-02-17,0,0,0
483,Angola,2020-02-18,0,0,0
484,Angola,2020-02-19,0,0,0
485,Angola,2020-02-20,0,0,0
486,Angola,2020-02-21,0,0,0
487,Angola,2020-02-22,0,0,0
488,Angola,2020-02-23,0,0,0
489,Angola,2020-02-24,0,0,0
490,Angola,2020-02-25,0,0,0
491,Angola,2020-02-26,0,0,0
492,Angola,2020-02-27,0,0,0
493,Angola,2020-02-28,0,0,0
494,Angola,2020-02-29,0,0,0
495,Angola,2020-03-01,0,0,0
496,Angola,2020-03-02,0,0,0
497,Angola,2020-03-03,0,0,0
498,Angola,2020-03-04,0,0,0
499,Angola,2020-03-05,0,0,0
500,Angola,2020-03-06,0,0,0
501,Angola,2020-03-07,0,0,0
502,Angola,2020-03-08,0,0,0
503,Angola,2020-03-09,0,0,0
504,Angola,2020-03-10,0,0,0
505,Angola,2020-03-11,0,0,0
506,Angola,2020-03-12,0,0,0
507,Angola,2020-03-13,0,0,0
508,Angola,2020-03-14,0,0,0
509,Angola,2020-03-15,0,0,0
510,Angola,2020-03-16,0,0,0
511,Angola,2020-03-17,0,0,0
512,Angola,2020-03-18,0,0,0
513,Angola,2020-03-19,0,0,0
514,Angola,2020-03-20,1,0,0
515,Angola,2020-03-21,2,0,0
516,Angola,2020-03-22,2,0,0
517,Angola,2020-03-23,3,0,0
518,Angola,2020-03-24,3,0,0
519,Angola,2020-03-25,3,0,0
520,Angola,2020-03-26,4,0,0
521,Angola,2020-03-27,4,0,0
522,Angola,2020-03-28,5,0,0
523,Angola,2020-03-29,7,2,0
524,Angola,2020-03-30,7,2,0
525,Angola,2020-03-31,7,2,1
526,Angola,2020-04-01,8,2,1
527,Angola,2020-04-02,8,2,1
528,Angola,2020-04-03,8,2,1
529,Angola,2020-04-04,10,2,2
530,Angola,2020-04-05,14,2,2
531,Angola,2020-04-06,16,2,2
532,Angola,2020-04-07,17,2,2
533,Angola,2020-04-08,19,2,2
534,Angola,2020-04-09,19,2,2
535,Angola,2020-04-10,19,2,2
536,Angola,2020-04-11,19,2,4
537,Angola,2020-04-12,19,2,4
538,Angola,2020-04-13,19,2,4
539,Angola,2020-04-14,19,2,5
540,Angola,2020-04-15,19,2,5
541,Angola,2020-04-16,19,2,5
542,Angola,2020-04-17,19,2,5
543,Angola,2020-04-18,24,2,6
544,Angola,2020-04-19,24,2,6
545,Angola,2020-04-20,24,2,6
546,Angola,2020-04-21,24,2,6
547,Angola,2020-04-22,25,2,6
548,Angola,2020-04-23,25,2,6
549,Angola,2020-04-24,25,2,6
550,Angola,2020-04-25,25,2,6
551,Angola,2020-04-26,26,2,6
552,Angola,2020-04-27,27,2,6
553,Angola,2020-04-28,27,2,6
554,Angola,2020-04-29,27,2,7
555,Angola,2020-04-30,27,2,7
556,Angola,2020-05-01,30,2,11
557,Angola,2020-05-02,35,2,11
558,Angola,2020-05-03,35,2,11
559,Angola,2020-05-04,35,2,11
560,Angola,2020-05-05,36,2,11
561,Angola,2020-05-06,36,2,11
562,Angola,2020-05-07,36,2,11
563,Angola,2020-05-08,43,2,11
564,Angola,2020-05-09,43,2,13
565,Angola,2020-05-10,45,2,13
566,Angola,2020-05-11,45,2,13
567,Angola,2020-05-12,45,2,13
568,Angola,2020-05-13,45,2,14
569,Angola,2020-05-14,48,2,14
570,Antigua and Barbuda,2020-01-22,0,0,0
571,Antigua and Barbuda,2020-01-23,0,0,0
572,Antigua and Barbuda,2020-01-24,0,0,0
573,Antigua and Barbuda,2020-01-25,0,0,0
574,Antigua and Barbuda,2020-01-26,0,0,0
575,Antigua and Barbuda,2020-01-27,0,0,0
576,Antigua and Barbuda,2020-01-28,0,0,0
577,Antigua and Barbuda,2020-01-29,0,0,0
578,Antigua and Barbuda,2020-01-30,0,0,0
579,Antigua and Barbuda,2020-01-31,0,0,0
580,Antigua and Barbuda,2020-02-01,0,0,0
581,Antigua and Barbuda,2020-02-02,0,0,0
582,Antigua and Barbuda,2020-02-03,0,0,0
583,Antigua and Barbuda,2020-02-04,0,0,0
584,Antigua and Barbuda,2020-02-05,0,0,0
585,Antigua and Barbuda,2020-02-06,0,0,0
586,Antigua and Barbuda,2020-02-07,0,0,0
587,Antigua and Barbuda,2020-02-08,0,0,0
588,Antigua and Barbuda,2020-02-09,0,0,0
589,Antigua and Barbuda,2020-02-10,0,0,0
590,Antigua and Barbuda,2020-02-11,0,0,0
591,Antigua and Barbuda,2020-02-12,0,0,0
592,Antigua and Barbuda,2020-02-13,0,0,0
593,Antigua and Barbuda,2020-02-14,0,0,0
594,Antigua and Barbuda,2020-02-15,0,0,0
595,Antigua and Barbuda,2020-02-16,0,0,0
596,Antigua and Barbuda,2020-02-17,0,0,0
597,Antigua and Barbuda,2020-02-18,0,0,0
598,Antigua and Barbuda,2020-02-19,0,0,0
599,Antigua and Barbuda,2020-02-20,0,0,0
600,Antigua and Barbuda,2020-02-21,0,0,0
601,Antigua and Barbuda,2020-02-22,0,0,0
602,Antigua and Barbuda,2020-02-23,0,0,0
603,Antigua and Barbuda,2020-02-24,0,0,0
604,Antigua and Barbuda,2020-02-25,0,0,0
605,Antigua and Barbuda,2020-02-26,0,0,0
606,Antigua and Barbuda,2020-02-27,0,0,0
607,Antigua and Barbuda,2020-02-28,0,0,0
608,Antigua and Barbuda,2020-02-29,0,0,0
609,Antigua and Barbuda,2020-03-01,0,0,0
610,Antigua and Barbuda,2020-03-02,0,0,0
611,Antigua and Barbuda,2020-03-03,0,0,0
612,Antigua and Barbuda,2020-03-04,0,0,0
613,Antigua and Barbuda,2020-03-05,0,0,0
614,Antigua and Barbuda,2020-03-06,0,0,0
615,Antigua and Barbuda,2020-03-07,0,0,0
616,Antigua and Barbuda,2020-03-08,0,0,0
617,Antigua and Barbuda,2020-03-09,0,0,0
618,Antigua and Barbuda,2020-03-10,0,0,0
619,Antigua and Barbuda,2020-03-11,0,0,0
620,Antigua and Barbuda,2020-03-12,0,0,0
621,Antigua and Barbuda,2020-03-13,1,0,0
622,Antigua and Barbuda,2020-03-14,1,0,0
623,Antigua and Barbuda,2020-03-15,1,0,0
624,Antigua and Barbuda,2020-03-16,1,0,0
625,Antigua and Barbuda,2020-03-17,1,0,0
626,Antigua and Barbuda,2020-03-18,1,0,0
627,Antigua and Barbuda,2020-03-19,1,0,0
628,Antigua and Barbuda,2020-03-20,1,0,0
629,Antigua and Barbuda,2020-03-21,1,0,0
630,Antigua and Barbuda,2020-03-22,1,0,0
631,Antigua and Barbuda,2020-03-23,3,0,0
632,Antigua and Barbuda,2020-03-24,3,0,0
633,Antigua and Barbuda,2020-03-25,3,0,0
634,Antigua and Barbuda,2020-03-26,7,0,0
635,Antigua and Barbuda,2020-03-27,7,0,0
636,Antigua and Barbuda,2020-03-28,7,0,0
637,Antigua and Barbuda,2020-03-29,7,0,0
638,Antigua and Barbuda,2020-03-30,7,0,0
639,Antigua and Barbuda,2020-03-31,7,0,0
640,Antigua and Barbuda,2020-04-01,7,0,0
641,Antigua and Barbuda,2020-04-02,9,0,0
642,Antigua and Barbuda,2020-04-03,15,0,0
643,Antigua and Barbuda,2020-04-04,15,0,0
644,Antigua and Barbuda,2020-04-05,15,0,0
645,Antigua and Barbuda,2020-04-06,15,0,0
646,Antigua and Barbuda,2020-04-07,19,1,0
647,Antigua and Barbuda,2020-04-08,19,2,0
648,Antigua and Barbuda,2020-04-09,19,2,0
649,Antigua and Barbuda,2020-04-10,19,2,0
650,Antigua and Barbuda,2020-04-11,21,2,0
651,Antigua and Barbuda,2020-04-12,21,2,0
652,Antigua and Barbuda,2020-04-13,23,2,0
653,Antigua and Barbuda,2020-04-14,23,2,3
654,Antigua and Barbuda,2020-04-15,23,2,3
655,Antigua and Barbuda,2020-04-16,23,3,3
656,Antigua and Barbuda,2020-04-17,23,3,3
657,Antigua and Barbuda,2020-04-18,23,3,3
658,Antigua and Barbuda,2020-04-19,23,3,3
659,Antigua and Barbuda,2020-04-20,23,3,3
660,Antigua and Barbuda,2020-04-21,23,3,7
661,Antigua and Barbuda,2020-04-22,24,3,10
662,Antigua and Barbuda,2020-04-23,24,3,10
663,Antigua and Barbuda,2020-04-24,24,3,11
